steam_appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
319830,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7/8<br></li><li><strong>Processor:</strong> 3.5 GHz dual core CPU or more<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> 1500MB video RAM with pixel shader 3.0 support<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL capable sound device</li></ul>'}",[],[],"<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7/8<br></li><li><strong>Processor:</strong> 3.5 GHz dual core CPU or more<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> 1500MB video RAM with pixel shader 3.0 support<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> OpenAL capable sound device</li></ul>",
322170,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP<br></li><li><strong>Processor:</strong> 2.0+ GHz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL 2.0 support<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.7<br></li><li><strong>Processor:</strong> 2.0+ GHz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL 2.0 support<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}",[],"<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows XP<br></li><li><strong>Processor:</strong> 2.0+ GHz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL 2.0 support<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>",
322330,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista/Windows 7/Windows 8<br></li><li><strong>Processor:</strong> 1.7+ GHz or better<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Radeon HD5450 or better; 256 MB or higher<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> 100% DirectX9.0c compatible sound card and drivers</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Lion (OSX 10.7.X)<br></li><li><strong>Processor:</strong> 2.0 GHz Intel<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVidia or ATI graphics card<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Additional Notes:</strong> Not recommended for Intel GMA Graphics or Mac Minis or early-generation MacBooks</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>Processor:</strong> 1.7+ GHz or better<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Radeon HD5450 or better; 256 MB or higher<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 3 GB available space</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista/Windows 7/Windows 8<br></li><li><strong>Processor:</strong> 1.7+ GHz or better<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Radeon HD5450 or better; 256 MB or higher<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> 100% DirectX9.0c compatible sound card and drivers</li></ul>",
322500,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core2Quad Q6600 2,40 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 650 (1024 MB Ram)<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>Processor:</strong> Intel Core I5-4440 3,10 GHz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660 (2048 MB Ram)<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.13 or later<br></li><li><strong>Processor:</strong> Processor: Intel Core I5 or later<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Graphics card with 1024 MB RAM<br></li><li><strong>Storage:</strong> 3 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""></ul>'}","<strong></strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core2Quad Q6600 2,40 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 650 (1024 MB Ram)<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>","<strong></strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>Processor:</strong> Intel Core I5-4440 3,10 GHz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660 (2048 MB Ram)<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>"
323190,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/10 64-bit<br></li><li><strong>Processor:</strong> 3.2 GHz Dual Core Processor<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible<br></li><li><strong>Additional Notes:</strong> Please make sure that you have the latest VC package installed, and - if you\'re using Windows 7 or 8 - that you have the KB4019990 update applied.</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/10 64-bit<br></li><li><strong>Processor:</strong> 3.2 GHz Quad Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 970, Radeon RX 580 or equivalent with 4GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible<br></li><li><strong>Additional Notes:</strong> Please make sure that you have the latest VC package installed, and - if you\'re using Windows 7 or 8 - that you have the KB4019990 update applied.</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> MacOS 10.15<br></li><li><strong>Processor:</strong> 2.6GHz Intel Core i7<br></li><li><strong>Memory:</strong> 16 GB RAM<br></li><li><strong>Graphics:</strong> 4GB AMD Radeon Pro 5300M, Radeon Pro 560X or better<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Additional Notes:</strong> Check the Frostpunk website for more detailed specifications: <a href=""https://steamcommunity.com/linkfilter/?u=http%3A%2F%2Fwww.frostpunkgame.com%2Fmac-requirements"" target=""_blank"" rel="" noopener""  >www.frostpunkgame.com/mac-requirements</a></li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""></ul>'}","<strong></strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/10 64-bit<br></li><li><strong>Processor:</strong> 3.2 GHz Dual Core Processor<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible<br></li><li><strong>Additional Notes:</strong> Please make sure that you have the latest VC package installed, and - if you're using Windows 7 or 8 - that you have the KB4019990 update applied.</li></ul>","<strong></strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/10 64-bit<br></li><li><strong>Processor:</strong> 3.2 GHz Quad Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 970, Radeon RX 580 or equivalent with 4GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 8 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible<br></li><li><strong>Additional Notes:</strong> Please make sure that you have the latest VC package installed, and - if you're using Windows 7 or 8 - that you have the KB4019990 update applied.</li></ul>"
323470,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista (x64) / Windows 7 (x64)<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 2.4Ghz / AMD Athlon 64 X2 5200+, 2.6GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> 512 MB Nvidia GeForce 8800 / ATI Radeon HD 3870<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 10 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista (x64) / Windows 7 (x64) / Windows 8 (x64)<br></li><li><strong>Processor:</strong> Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1 GB Nvidia GeForce GTX 550Ti  / AMD Radeon HD 6790<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 10 GB available space</li></ul>'}",[],[],"<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista (x64) / Windows 7 (x64)<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 2.4Ghz / AMD Athlon 64 X2 5200+, 2.6GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> 512 MB Nvidia GeForce 8800 / ATI Radeon HD 3870<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 10 GB available space</li></ul>","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista (x64) / Windows 7 (x64) / Windows 8 (x64)<br></li><li><strong>Processor:</strong> Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1 GB Nvidia GeForce GTX 550Ti  / AMD Radeon HD 6790<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 10 GB available space</li></ul>"
323580,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Microsoft® Windows® 7<br></li><li><strong>Processor:</strong> 1.8 GHz Processor<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 10-compatible graphics card with at least 256MB of video memory<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X Yosemite<br></li><li><strong>Processor:</strong> 2.4 GHz Intel Core i5<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel Iris 1536<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04<br></li><li><strong>Processor:</strong> 1.8 GHz Dual-Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 10-compatible graphics card with at least 256MB of video memory<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Microsoft® Windows® 7<br></li><li><strong>Processor:</strong> 1.8 GHz Processor<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 10-compatible graphics card with at least 256MB of video memory<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 8 GB available space</li></ul>",
323850,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10<br></li><li><strong>Processor:</strong> If it\'s a laptop with no dedicated GPU, CPU should be less than 3 years old.<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Dedicated GPU recommended<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 700 MB available space<br></li><li><strong>Additional Notes:</strong> Potential FPS drops on AMD</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.6 - macOS Mojave 10.14.6<br></li><li><strong>Processor:</strong> If it\'s a laptop with no dedicated GPU, CPU should be less than 3 years old.<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Dedicated GPU recommended<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 700 MB available space<br></li><li><strong>Additional Notes:</strong> Move or Die will NOT work on macOS 10.15 Catalina+</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 - 13.10<br></li><li><strong>Processor:</strong> If it\'s a laptop with no dedicated GPU, CPU should be less than 3 years old.<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Dedicated GPU recommended<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 700 MB available space</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10<br></li><li><strong>Processor:</strong> If it's a laptop with no dedicated GPU, CPU should be less than 3 years old.<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Dedicated GPU recommended<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 700 MB available space<br></li><li><strong>Additional Notes:</strong> Potential FPS drops on AMD</li></ul>",
324800,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/8.1/10 x64<br></li><li><strong>Processor:</strong> Intel Core i3-6300 (2 * 3800) or AMD A10-5800K APU (4 * 3800) or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GT 560Ti (1024 MB) or Radeon HD 6850 (1024 MB) or better<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 14 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/8.1/10 x64<br></li><li><strong>Processor:</strong> Intel Core i5-5675C (4 * 3100) or AMD A10-7850K APU (4 * 3700) or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX NVIDIA GeForce GTX 970 / ATI Radeon R9 290 with 4 GB of Video Memory (4096 MB) or Radeon HD 7970 (3072 MB)<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 14 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS 10.8+</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 or later</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""></ul>'}","<strong></strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/8.1/10 x64<br></li><li><strong>Processor:</strong> Intel Core i3-6300 (2 * 3800) or AMD A10-5800K APU (4 * 3800) or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GT 560Ti (1024 MB) or Radeon HD 6850 (1024 MB) or better<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 14 GB available space</li></ul>","<strong></strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS *:</strong> Windows 7/8/8.1/10 x64<br></li><li><strong>Processor:</strong> Intel Core i5-5675C (4 * 3100) or AMD A10-7850K APU (4 * 3700) or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX NVIDIA GeForce GTX 970 / ATI Radeon R9 290 with 4 GB of Video Memory (4096 MB) or Radeon HD 7970 (3072 MB)<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 14 GB available space</li></ul>"
325610,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista*<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 3 GHz<br></li><li><strong>Memory:</strong> 3 GB RAM<br></li><li><strong>Graphics:</strong> 512 MB NVIDIA GeForce 8800 GT, AMD Radeon HD 2900 XT or Intel HD 4000<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> PC integrated graphics chipsets require 64 bit Windows, e.g. Intel HD series.</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7*<br></li><li><strong>Processor:</strong> 2nd Generation Intel Core i5<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 2 GB NVIDIA GeForce GTX 560 Ti or AMD Radeon HD 5870<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> PC integrated graphics chipsets require 64 bit Windows, e.g. Intel HD series.</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.9.4<br></li><li><strong>Processor:</strong> Intel Core i5 1.7 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 512 MB NVIDIA GeForce GT 640M, AMD Mobility Radeon HD 5670 or Intel HD 4000<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> Unsupported graphics chipsets for Mac: NVIDIA GeForce 9 series, GeForce 300 series, GeForce Quatro series ; AMD Radeon HD 4000 series, Radeon HD 3000 series, Radeon HD 2000 series.</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.9.4<br></li><li><strong>Processor:</strong> 2nd Generation Intel Core i5<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> 2 GB NVIDIA GeForce GT 750M<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> Unsupported graphics chipsets for Mac: NVIDIA GeForce 9 series, GeForce 300 series, GeForce Quatro series ; AMD Radeon HD 4000 series, Radeon HD 3000 series, Radeon HD 2000 series.</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04 LTS / SteamOS Brewmaster update 2.49<br></li><li><strong>Processor:</strong> AMD Phenom II X4 955 or Intel Core2 Quad Q9650<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 470<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> AMD graphics cards and Intel IGPU’s are not currently supported on the SteamOS + Linux version of Total War: ATTILA</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 14.04 LTS / SteamOS Brewmaster update 2.49 or later<br></li><li><strong>Processor:</strong> AMD FX 8350 or Intel i5-3570K<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 760<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> AMD graphics cards and Intel IGPU’s are not currently supported on the SteamOS + Linux version of Total War: ATTILA</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows Vista*<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 3 GHz<br></li><li><strong>Memory:</strong> 3 GB RAM<br></li><li><strong>Graphics:</strong> 512 MB NVIDIA GeForce 8800 GT, AMD Radeon HD 2900 XT or Intel HD 4000<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> PC integrated graphics chipsets require 64 bit Windows, e.g. Intel HD series.</li></ul>","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> Windows 7*<br></li><li><strong>Processor:</strong> 2nd Generation Intel Core i5<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 2 GB NVIDIA GeForce GTX 560 Ti or AMD Radeon HD 5870<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 35 GB available space<br></li><li><strong>Additional Notes:</strong> PC integrated graphics chipsets require 64 bit Windows, e.g. Intel HD series.</li></ul>"
330020,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> 64-bit Windows 7<br></li><li><strong>Processor:</strong> 2.8 GHz Dual Core CPU<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 64-bit Windows 10<br></li><li><strong>Processor:</strong> 3.2 GHz Quad Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 960, Radeon RX 570 or equivalent with 4GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10.11<br></li><li><strong>Processor:</strong> 2.8 GHZ Intel Core 2 Duo<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Dedicated video card recommended<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10.14<br></li><li><strong>Processor:</strong> 3.2 GHz Quad Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Dedicated video card recommended<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 16.04<br></li><li><strong>Processor:</strong> 2.8 GHz Dual Core CPU<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 16.04 or higher<br></li><li><strong>Processor:</strong> 3.2 GHz Quad Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 960, Radeon RX 570 or equivalent with 4GB of video RAM<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>'}","<strong></strong><br><ul class=""bb_ul""><li><strong>OS *:</strong> 64-bit Windows 7<br></li><li><strong>Processor:</strong> 2.8 GHz Dual Core CPU<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>","<strong></strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 64-bit Windows 10<br></li><li><strong>Processor:</strong> 3.2 GHz Quad Core Processor<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 960, Radeon RX 570 or equivalent with 4GB of video RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible</li></ul>"
